,lookback_4_top_3
2021-09-27,-0.016439752016348633
2021-10-04,0.02536128852681663
2021-10-11,0.024787402616486136
2021-10-18,0.0183146029470817
2021-10-25,0.0088112949440534
2021-11-01,0.019348735971256064
2021-11-08,-0.014765756884262633
2021-11-15,-0.013582551451663732
2021-11-22,-0.008175476122294833
2021-11-29,-0.016220957654236434
2021-12-06,0.030550963094100866
2021-12-13,-0.036413121963992934
2021-12-20,0.018720486190299767
2021-12-27,0.008560611145548
2022-01-03,0.045084503509203004
2022-01-10,-0.0080404427392829
2022-01-17,-0.07176467587958925
2022-01-24,0.01722477976034527
2022-01-31,0.0317748571154618
2022-02-07,0.0003023378243534336
2022-02-14,-0.019455397932291833
2022-02-21,0.007222231381031834
2022-02-28,0.004853729509269901
2022-03-07,-0.01291897552583767
2022-03-14,0.04123758043622874
2022-03-21,0.029129345116979937
2022-03-28,-0.009820158957366501
2022-04-04,-0.004920299102740333
2022-04-11,-0.023422648314855767
2022-04-18,-0.026563601106221867
2022-04-25,-0.023758584103200097
2022-05-02,0.034682553706244464
2022-05-09,-0.03138144098550007
2022-05-16,-0.02804266366519917
2022-05-23,0.08570065363242212
2022-05-30,-0.0014215234220777667
2022-06-06,-0.046539991098401935
2022-06-13,-0.0928971772402839
2022-06-20,0.041672159938953936
2022-06-27,-0.020955039708432766
2022-07-04,0.021940384255133432
2022-07-11,-0.015801195098404035
2022-07-18,0.0454219260920554
2022-07-25,0.06123507764782584
2022-08-01,-0.0198664431844802
2022-08-08,0.05122653989113463
2022-08-15,-0.0060880534336212
2022-08-22,-0.016166219368497565
2022-08-29,-0.0365458674467901
2022-09-05,0.02848065267600917
2022-09-12,-0.042171401099839405
2022-09-19,-0.06696378286848377
2022-09-26,-0.009933214549461035
2022-10-03,0.0466378704331131
2022-10-10,-0.017649513594805866
2022-10-17,0.05177218710926923
2022-10-24,0.035598981170335296
2022-10-31,-0.0167222850078926
2022-11-07,0.043901557091264136
2022-11-14,-0.0194346256438689
2022-11-21,0.0146617702821632
2022-11-28,0.0004605855336423659
2022-12-05,-0.05403357890473783
2022-12-12,-0.0144357656530752
2022-12-19,0.0056107250283602
2022-12-26,0.0097956526427472
2023-01-02,0.019787852467054667
2023-01-09,0.041622585005799996
2023-01-16,-0.002970616211645767
2023-01-23,0.03773643261285247
2023-01-30,-0.008330309580459433
2023-02-06,0.008521874795785566
2023-02-13,0.0032018339960704334
2023-02-20,-0.030433883863514203
2023-02-27,0.023241626646972297
2023-03-06,-0.05642230317630886
2023-03-13,-0.0236915664536704
2023-03-20,0.010358982735583265
2023-03-27,0.05884912975898693
2023-04-03,-0.016217118069675532
2023-04-10,0.017160168324498935
2023-04-17,-0.004084631419972932
2023-04-24,0.0070123618861623665
2023-05-01,-0.019790685778859732
2023-05-08,-0.0062944899360912005
2023-05-15,0.0264889153418074
2023-05-22,0.006800041734569567
2023-05-29,0.016233401953701168
2023-06-05,0.01843987816143493
2023-06-12,0.0168142142140315
2023-06-19,-0.03150450569554596
2023-06-26,0.0319053217357578
2023-07-03,-0.0078278260653364
2023-07-10,0.022952198723374367
2023-07-17,0.021758520601827966
2023-07-24,0.008987106381587832
2023-07-31,-0.017781738074089
2023-08-07,-0.0004240234908447331
2023-08-14,-0.026713388983005636
2023-08-21,0.0030965794489276003
2023-08-28,0.031805396534788
2023-09-04,-0.0034460489181433
2023-09-11,0.011010743713384398
2023-09-18,-0.029840080875029235
2023-09-25,0.006953655262930667
2023-10-02,-0.0092276869719821
2023-10-09,0.017535873413829967
2023-10-16,-0.016915349467096035
2023-10-23,-0.0311403043021669
2023-10-30,0.05478225190517521
2023-11-06,0.018797519412695335
2023-11-13,0.027782865061212535
2023-11-20,0.008652453140120966
2023-11-27,0.0081147299383467
2023-12-04,-0.007215668427107
2023-12-11,0.03184232655305027
2023-12-18,0.0037996278452056
2023-12-25,-0.00047986535430079996
2024-01-01,-0.024687213201104934
2024-01-08,0.01596370769879873
2024-01-15,0.018457712891362135
2024-01-22,0.0028403661888965
2024-01-29,0.008871988268447166
2024-02-05,0.013241783461927267
2024-02-12,-0.001039996101410534
2024-02-19,0.0143379693305454
2024-02-26,0.0156573304144602
2024-03-04,-0.011148584462081867
2024-03-11,0.010033216928393632
2024-03-18,0.01694924244945707
2024-03-25,0.007716625622844368
2024-04-01,0.005692045309521866
2024-04-08,-0.02039830604720473
2024-04-15,-0.022276144813175067
2024-04-22,0.0184106722600702
2024-04-29,0.006122197071443801
2024-05-06,0.019979690927267636
2024-05-13,0.0103967144189088
2024-05-20,-0.014202144735890432
2024-05-27,-0.006734661188546067
2024-06-03,-0.004133170735628967
2024-06-10,-0.012635790124082233
2024-06-17,0.01313383603713863
2024-06-24,-0.005339123562470067
2024-07-01,0.014026703615549967
2024-07-08,0.009611114136255634
2024-07-15,-0.018027956862476567
2024-07-22,-0.011800074508415368
2024-07-29,-0.04188631088445947
2024-08-05,0.0007324362412309996
2024-08-12,0.046321832055227406
2024-08-19,0.008585785741159667
2024-08-26,0.0030947710935466666
2024-09-02,-0.04380154800423877
2024-09-09,0.027032076166941463
2024-09-16,0.024118287406660135
2024-09-23,-0.0025861627721782006
2024-09-30,0.022969886158335933
2024-10-07,0.013123269847645868
2024-10-14,-0.0007714741217406338
2024-10-21,-0.009927994729042466
2024-10-28,-0.016890825110353735
2024-11-04,0.05960916684275588
2024-11-11,-0.009871855533734633
2024-11-18,0.020152819595689864
2024-11-25,0.004464436951552634
2024-12-02,-0.006095318874153165
2024-12-09,-0.0147572098110072
2024-12-16,-0.03260199069862383
2024-12-23,0.0050191124254203665
2024-12-30,0.012786694665015199
2025-01-06,-0.026034493112797263
2025-01-13,0.04926997160472827
2025-01-20,0.0021029008448528994
2025-01-27,-0.022093420358780768
2025-02-03,-0.0036956223065164016
2025-02-10,0.012206431772857166
2025-02-17,-0.026484140883135932
2025-02-24,-0.007572046161033898
2025-03-03,-0.0485072486195141
2025-03-10,-0.002204625015968633
2025-03-17,0.011551662095739679
2025-03-24,-0.013818118144746467
2025-03-31,-0.11819449177291647
2025-04-07,0.04838564871732134
2025-04-14,0.003295074034255834
2025-04-21,0.058703592250026804
2025-04-28,0.03155459080252407
2025-05-05,0.004023103527802933
2025-05-12,0.049029912936746634
2025-05-19,-0.035826042237044435
2025-05-26,0.0102160945370539
2025-06-02,0.02053406290985853
2025-06-09,0.0112950863492154
2025-06-16,0.007907740922336667
2025-06-23,0.03714953035535377
2025-06-30,0.022698540861940602
2025-07-07,0.0019198467071394332
2025-07-14,-0.0028605452650665663
