Date,XLB,XLC,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2018-06-25,-0.0076897965214896,-0.019013501163937963,-0.017732223910628675,-0.013496713941986038,-0.018785320165699115,-0.0019372923700931022,0.023842251861525332,-0.01730847385913825,-0.01814586189267753
2018-07-02,0.006543929106689106,0.025035330096142783,0.0030088315890324235,0.0073995874540768725,0.022887444789084332,0.013390638564028112,0.023287219733592046,0.030553435370050508,0.009149122287950506
2018-07-09,0.0022241003715119945,0.018120804130591806,0.011623529878439953,0.02203379905634173,0.020827096254230515,0.009957793428901462,-0.011848342080996388,0.016160895705910283,0.020761765981710756
2018-07-16,-0.004950617835121629,-0.01586371783628593,0.02149728261067696,0.009356481805077532,0.00013857402480077496,0.0022752819846301175,-0.004758755974158091,-0.007322620519645828,-0.00390803834042297
2018-07-23,0.017327185501049946,-0.038529620037785484,0.020682266143469574,0.02109037679231962,-0.009648782121128963,0.009837318015014196,0.006693604127136821,0.013831169287998879,-0.004547690973712881
2018-07-30,-0.00016861522058631007,0.0,-0.0003556497531393976,-0.0021047518821338818,0.012108874342894538,0.017047474516546313,0.012538081446698435,0.021032438439718693,0.0019709034263173386
2018-08-06,-0.010288376939587729,0.007360476800651661,-0.005334156870835272,-0.010283413349852832,0.004262775955694131,-0.01934033959471182,-0.005816329474747417,-0.0020043233807639504,0.007687931929666103
2018-08-13,-0.004260519317710654,-0.013395788532021724,0.007150558646185967,0.01611788101319611,0.0016429942590399094,0.03343349766553083,0.028873430018361512,0.01628931118020782,-0.0018628370066521294
2018-08-20,0.011980542441056397,0.017074767240923494,0.002484771723867407,0.005768765608486159,0.015447884438848813,-0.01744821296724086,-0.01449004646015728,0.008782433811100887,0.02115336920311761
2018-08-27,0.002367473600751957,-0.005258881644347624,0.0031869870924507993,0.004952943392192433,0.01777056322817172,-0.005179756736743757,-0.0048389147709273495,0.009685591559891238,0.01793044300798652
2018-09-03,-0.004892835783353866,-0.030500021742776773,0.0,0.00635535708226409,-0.026719473281175854,0.0109706530282625,0.011782308052656676,-0.0024788751708958445,-0.011714580842694722
2018-09-10,0.007290537663995567,0.01447147649214875,-0.0035300015022103892,0.01907499051130701,0.018483192373554447,0.007173294901521965,0.0036965951176677336,0.010588778634845974,0.011593783271690583
2018-09-17,0.0193570691709799,0.003721113472358928,0.01806607109217251,0.011761352393901081,-0.004403896340465785,0.004748080792835951,-0.02283598802724407,0.007911936767743155,0.0
2018-09-24,-0.03887314277322362,0.01200076957161511,-0.03610426304191172,-0.0152656449194426,0.013074119454842714,-0.012888003380262414,0.0011936882310308317,0.013269448160065478,0.005562512100616868
2018-10-01,-0.005006117234565233,-0.02408171955572458,0.01522831545084613,0.006760011085710227,-0.022700060262390798,-0.00908563049142741,0.01861315458290269,-0.009038427356119594,-0.042484270956643866
2018-10-08,-0.06731415795153428,-0.030322176148107727,-0.05607154062650899,-0.06372704280128194,-0.03789734922619514,-0.019835246107763882,-0.012679057158832885,-0.034149844012200004,-0.03349975767916924
2018-10-15,-0.012276983030801492,0.007548030391876681,0.009080796686784076,-0.009743182634695868,-0.011577005818827923,0.04410073483195953,0.03059467450031783,0.004831693744487442,-0.019727125497443154
2018-10-22,-0.042184273595853194,-0.04537655420063291,-0.052868776849484656,-0.05575274245376838,-0.02742457104826712,-0.015724933846193334,-0.0219901259398797,-0.04469470990712854,-0.02755306586573547
2018-10-29,0.060951582228258694,0.02780269564799176,0.04433920351326903,0.02735124780892484,0.009546067656777346,0.023778718240290875,-0.004121893096554086,0.0210477512524061,0.04409637025062407
2018-11-05,0.018902802628575355,-0.01025336610562988,0.028051632009536087,0.020143881246758477,0.01600213546797913,0.031028512057053037,0.0323609870524979,0.04133971051332885,0.018986581476490905
2018-11-12,0.0047291675649687726,-0.010799780082415555,-0.012168305626471199,-0.0059372815871540086,-0.023338961023045113,-0.013375403302334443,0.00018222906305020992,-0.009790206053499229,-0.03317570968752703
2018-11-19,-0.03493833527167245,-0.04434051674585693,-0.0294887468086783,-0.03139345573858643,-0.060548167273507314,-0.02265416062036507,-0.014030543042547028,-0.026075518249773832,-0.04089507720244878
2018-11-26,0.024385578652796225,0.04942878298015674,0.03730776010315617,0.040298145318330425,0.060237270990535885,0.026829380982714257,0.02735166969400704,0.06950043896562685,0.05851817794898717
2018-12-03,-0.04944142705291621,-0.03576979186871554,-0.06896533360702639,-0.062172450421793646,-0.04916114570322294,-0.02737306459580291,0.015650370980527795,-0.05538776698019687,-0.042781842497436995
2018-12-10,-0.011366068093422,0.004838570172091661,-0.03464793253605292,-0.01440546200754056,-0.00046448362726758674,-0.00402012114809025,0.006376167648445952,-0.017667617978363248,-0.010060949026620025
2018-12-17,-0.05300079067043051,-0.08713582008380749,-0.0598182070042077,-0.07158834160111927,-0.08316542524830528,-0.0792659987713713,-0.052974166864801386,-0.07059365537508044,-0.08374873739734578
2018-12-24,0.03756959448670205,0.03878937426716189,0.0415575010727971,0.030746903420453053,0.041663691900054145,0.016994083978224106,-0.009873473133801935,0.03576394894681845,0.04889026787499895
2018-12-31,0.023552913499466754,0.04075668589778347,0.028401503579352783,0.021640158386962982,0.0016286726760514902,0.013644387951356807,-0.0011358611239949967,0.00832832349965984,0.029297492207986053
2019-01-07,0.019305820773519944,0.02680671294854209,0.009892814324443,0.041749898958463705,0.033170845267432414,0.007218008265027054,0.008717195913378939,0.02152164034774029,0.037191288154060365
2019-01-14,0.023722870469325752,0.020885425246511158,0.06122436369295414,0.03418317894753864,0.028485928423849227,0.015882058782929143,-0.0016906808273419172,0.025851224303280684,0.021323425803218
2019-01-21,-0.007287981571231006,-0.008227706078950403,0.0,-0.0017097073688223663,0.008875169551997741,-0.013727347127643452,0.0033872642386605367,-0.012877453955827067,0.002059842650740107
2019-01-28,0.007341486187269375,0.03071736127151259,0.0019232755940303825,0.02583129511065252,0.011224033305126113,0.028803338506713905,0.023068138400757165,0.020580311677589336,0.0014948019506759724
2019-02-04,-0.015137115348957009,-0.005220679341042422,-0.014587242182025895,0.01655524759097249,0.019798964473108027,0.010710530321290435,0.020714929996716647,-0.00892545056306826,-0.0005597424428149811
2019-02-11,0.03377603609033697,0.009840267767351918,0.0296063595002094,0.035855678456678586,0.023974439552083338,0.010410658396930561,0.0005387348327994257,0.03235477911609275,0.027350003539147627
2019-02-18,0.023861904972723336,-0.002381838853602658,0.0011350927270603606,0.006870775067105761,0.014651009420904249,0.0014719490319736739,0.024053219943301674,-0.0032309461307604703,0.009540426590518125
2019-02-25,-0.014342051284933155,0.004557947397792361,0.008692429034973692,0.0026241433699250027,0.009909332013406491,-0.003490699163890998,0.0014024550673079617,0.004321769162076938,-9.029103493962687e-05
2019-03-04,-0.0045470415129164055,-0.002376605216929173,-0.026976519641323193,-0.028007017572783788,-0.02144666309963672,-0.009771146454915502,0.007351512743157151,-0.038192209259615084,-0.024212300180196933
2019-03-11,0.012241817661573506,0.018410427526663442,0.025413948171131517,-0.003769994465632087,0.045551994315243594,0.0184322892837534,0.011120861974122098,0.028970398353108884,0.020201129284668884
2019-03-18,-0.015077916912673794,0.000698608363871589,-0.043583768911957366,-0.008373001255553292,0.007766662530140023,0.012463543318356418,0.012609927994500003,-0.011224014152573902,0.013119794773963411
